,question,answer,url,label
1609,강아지랑 산책 나갓다가 집에 오는길에 봤는데 강아지가 다리를 쩔뚝거려요.. ,"상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다. 일반적으로 후지파행은 무릎골탈구, 십자인대손상, 고관절질환 등의 원인으로 발생할 수 있습니다. 무릎골탈구의 경우 정도에 따라 1기~4기로 구분합니다. 1기와 2기는 겉으로 확인하기에는 어렵고 확연히 구분되지는 않습니다. 무릎골탈구는 진행함에 따라 파행증상이 심해지고 자세이상과 퇴행성 관절염을 동반합니다. 하루 30분이상 꾸준한 산책과 체중조절로 관절을 보호하고 과격한 운동과 점프와 같은 행동은 피하고 조심해야 합니다. 관절보조제 급여를 통한 관절 영양분 공급으로 최대한 진행을 차단하는 게 최선의 방법입니다. 주기적으로 병원에서 상황을 체크하시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=354264313
",강아지/저린다/다리질환
11536,"8살된 푸들 여아 중성화수술, 다리수술.. 현재 8살된 여아입니다. 2개월 전쯤에 무릎이 나가서 무릎 수술을 하였습니다. 푸들은 한번씩 수술하는 강아지들이 많아서 수술하고 건강한 상태였습니다. 그런데 어느날 강아지가 소변을 봤는데 너무 찐득거려서 저희어머니가 강아지를 병원에 데려갔습니다. 그리고 나서 강아지가 당뇨일가능성과 , 자궁에 염증이생겼을 가능성이있다고하여 호르몬제투여와, 중성화수술을 진행했다고합니다. 그런데 강아지가 현재 7일이나 지났는데 밥도잘먹지도못하고 계속 토만하고 거품을 물고 기력이없습니다.. 산책할때는 좀 걸어다닌다고하는데 아무것도 먹질못하고 누워만있습니다.......... 대체 당뇨도 아닌거같다고 하고 중성화수술은 왜한건지 알수가없습니다.. 이러다가 강아지가 죽기라도 할까봐 두렵습니다.. 현재 외국에나와있어 강아지 상황을 뚜렷하게는 알지못합니다.. 호르몬제 부작용은 있는지 , 다리수술후에바로 저렇게 중성화수술을 할수있는지.. 노견인데 너무하다는 생각이듭니다..","무릎수술을 한지 약 2개월 정도가 경과되었다면, 어느 정도 안정화가 되어있는 시점이었을 것같네요.  문제는 환자의 식욕부진과 거품 구토의 원인을 빨리 확인하는 것이 중요해 보입니다. - 당뇨질환 - 쿠싱질환 (호르몬 질환) - 자궁축농증 에대한 검사결과를 바탕으로 치료중이라면 좀더 기다려보세요.  하지만, 식욕부진과 구토문제의 원인이 다른 곳에 있다면 예후가 불량할 수도 있습니다.  해당 동물병원 수의사 선생님과 좀더 밀도있는 상담을 해보실 것을 당부드립니다. 때로는 전혀 다른 문제가 원인일 수도 있더군요.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치를 통해 건강을 유지할 수 있기를  진심으로 기원합니다.  안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=278496669
",강아지/내분비질환/호르몬제 부작용
6607,강아지 설사에서 피가 섞여나왓는데....ㅠㅠㅠ 저거 왜ㅍ그러는 건가요 ㅠㅠ빠른답변 부탁드려요 ㅠㅠ,"이건 뭐죠? 분변에대한 저배율 현미경 소견인가요?  이것보다는 고배율 소견이 필요하고, 도말 / 염색 소견이 있어야 현증에대한 평가가 가능합니다.  아이가 분양받은지 얼마 안되었다면~~~~ 반드시 전염성 질환들에대한 ELISA 키트 검사를 해보셔야 합니다.  감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=293922110
",강아지/내장질환/설사
11567,우리고양이 눈이 이상해요 수의사님들 부탁드려요 우리고양이눈이 이상해요 어떻게 이상하냐면요 오른쪽 눈이 문제인데 왼쪽동공보다 오른쪽 동공이 흐릿해요 또 어쩌다 보면 왼쪽눈은 빛이 안뜨는데 오른쪽은 떠요 (위 사잔 참고)손가락으로 눈을 벌리면 오른 쪽이 더 빨개요 여기는 호주라서 동물병원 에 가면 많이 비싸요 어떻게 하면 좋죠 ,"1) 환자의 전신상태에 문제가 없고, 단순히 안구에만 문제가 있는 것인지 확인이 필요할 것입니다.   : 대부분 전신질환과 안과질환은 연관성이 없지만,     전염병이나 호르몬질환은 연관성이 있을 수 있어요  2) 동공이 흐리다는 의미는 너무나 애매한 표현입니다.   - 각막쪽에 부종이나 궤양이 생겼다는 의미인지   - 홍채 / 모양체에 이상소견이 생겨서 빛에 반응을 못하는 것인지   - 렌즈의 핵경화나 백내장이 진행되는 것인지   - 전안방에 축농이 생겼다는 의미인지  정확한 상태확인은 당연히 동물병원 수의사 선생님께 여쭤보셔야 합니다. 안과관련 검사는 반드시 진행되어야 하구요. 참고로 호주의 동물병원은 최소 한국의 약 2-3배 정도의 진료비용이 발생할 것입니다.  호주내에 한인이 운영하는 동물병원에 가셔도 상황은 마찬가지일 겁니다.  게다가 Veterinary Ophthalmologist 의 진료를 받으실 경우에는 진료비용이 더 비쌀거구요.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결되기를 기원합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=276926342
",고양이/안구질환/안와염
21413,강아지 토 강아지가 먹지 말아야 할껄 먹었을때 병원에 가지 못할 상황일떄 어떻게 해야 되요?," 질문하신내용 잘 읽어보았습니다. 먹지 말아야할 이물을 섭취했을 경우 일반적으로 4시간이내에서는 구토유발을 합니다만, 모든 경우에서 그런것은 아닙니다. 구토유발하는것은 소화되어 흡수될 수 있는 초코렛, 포도, 양파등과 같은 식품일 경우이며 구토를 유발했을때 식도천공의 위험이 있는 뾰족하고 큰 이물, 선형이물등은 구토를 유발하지 않고 방사선 촬영 후 내시경이나 위절제 수술로 빼내야 합니다. 이물섭취를 목격하셨거나 충분한 가능성이 있다면 내원하셔서 검사진행 후 적절한 처치를 받으시는것을 권유드립니다.  감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=240992246
",강아지/위생/구토
11191,강아지 에게 좋은 피부병 연고나 스프레이 같은거 없을까요 ㅠㅠㅠㅜ 긁으면 피부가 사과처럼 너무 빨개져 맴이 아프네요 ㅠㅠㅠㅠㅠ 추천좀 해주세요 ㅠㅠㅠㅠ ,"피부가 붉게 달아오르고, 소양감이 심한 케이스인 것같네요. 뭔가 원인이 있을텐데, 그 원인을 감별하지 않으면 ~~ 아무리 좋은 외용제도 백해무익입니다.  처음에는 일시적 효과를 보는 경우가 있겠지만, 장기간 사용 / 불필요한 남용은 환자를 더 힘들게 할 수 있습니다.  일단, 인근 동물병원 수의사 선생님과 진료상담을 통해  필요한 검사를 통해 병변부를 감별하는 것이 중요합니다.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결될 수 있기를 기원합니다. 감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=321458391
",강아지/피부질환/가려움증
6608,수의사법 질문 수의사가 지정된 병원이외에 가정방문하면하여 강아지를 진료하면 불법인가요?,수의사도 왕진 진료가 가능합니다. 당연히 합법이구요.  감사합니다. 안녕히 계세요,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=293971431
",강아지/법률/가정방문 진료
2326,강아지가 토하고 열나고 떨고 움직이지도 않아요 어떻게 해야하져 ? ,"상황만으로 질병을 판단하기에는 제한적이고 어려운 부분이 있습니다. 강아지 구토의 원인은 너무나 다양합니다. 이물을 비롯해 췌장염, 위염, 간질환, 신장질환, 스트레스, 체질에 맞지 않는 사료나 간식과 같은 원인으로 발생할 수 있습니다. 상황이 지속된다면 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=326303685
",강아지/내분비질환/저혈당증
12552,강아지 중성화 수술 강아지가 중성화 수술을 하면 식욕도 갑자기 줄어들 수 있나요?,중성화 수술한지 얼마 안되었다면 식욕저하가 있을 수 있습니다. 하지만 수술 회복이 끝나고 나면 식욕이 증가할 수 있으며 비만의 가능성이 높아집니다. 만약 수술한지 얼마 안되었을 경우 식욕저하가 지속된다면 수술에 관한 문제일 수 있어 주치의 선생님께 문의주셔야 합니다. 참고하세요. 감사합니다. https://youtu.be/JlArWYXWbbQ?t=43,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=349870435
",강아지/중성화수술/식욕저하
20132,"슬개골탈구              안녕하세요.. 우리집 사랑스런 아이 양감자라고 합니다. 뒤왼쪽다리가 의심스러워 이렇게 x-ray를 찍어 보았습니다. 찍기전 여러군데의 병원을 다녀본결과 어떤곳은 당장 수술을 해야한다고하고 또 다른곳은 다이어트하면서 관리해주면 된다고 하는곳도 있고요. 비용은 둘째치고, 수술은 재발위험성과 아이가 고통스럽다고하니 어떻게 해야할지 정말 고민입니다. 병원에선 하지않아도될 수술을 해야된다고 권하는 병원도 종종있다고하니 여간 불안한게 아닙니다. 정말 솔직한 전문가님들의 답변을 듣고 싶어 이곳에 올리게 되었습니다. 부디 확실한 소견 부탁드립니다."," 질문과 사진 잘 보았습니다. 전문가들도 의견의 차이는 있을 수 있습니다. 하지만 보호자입장에서는 많이 헷갈려하시는듯합니다. 혹시 감자는 절뚝거림과 같은 임상 증상은 있나요? 많이 뚱뚱한가요? 지금당장 파행이 없다면 우선 체중조절을 한후 수술을 진행하셔도 됩니다. 하지만 슬개골탈구는 점점 진행되는 질병으로 심한경우 전십자 인대 단열을  동반할 수 있습니다. 그땐 수술이 커지는 겁니다. 수술전이시라면 체중조절, 관절영양제 공급을 해주세요. 그러나 수술적인 방법도 시기의 차이일뿐 필요합니다. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=234062230
",강아지/슬개골탈구
9313,강아지 소변에서피가나와요 ㅠ 강아지가 자꾸소변보는자세로 한참을잇는데 오줌이안나와서 너무힘든가봐요.. 나와도 피섞인 소변이소량나오구요 ㅠ 근데 강아지가너무 사나워서 병원진료가힘든데 어떡해야하나요 너무답답합니다 요로결석도의심되고 ㅠㅠ 소변이라도 담아가서 소변검사해보는것도괜찮을까요 ,"동물병원 진료시, 아이가 스트레스를 많이받고  수의사 및 수의 테크니션들도 난감해 한다면.......  24시간 진료가 가능한 대형 동물병원급을 찾아보셔야 합니다. 무게가 많이 나가는 중대형견은,  일반 동물병원에서 엑스레이 초음파 검사조차도 불가능합니다.  저도 혼자서 병원을 운영할때 가장 힘들었던 점이 보정이 불가능한 환자들을 설득하고 달래며 검사 및 처치를 진행하는 것이었어요. 필요에따라서, 혈액검사 및 방광 소변천자 등이 진행되어야 하는데.... 엄두도 못냅니다.  환자때문에 진료진과 보호자간에 불필요하게 감정을 소모하고  이러지도 저러지도 못하는 상황을 연출할 바에는...... 큰 병원 가보시는게 차라리 속편합니다.  혹시나, 큰 병원에서도 신속하고 효과적인 검사 처치가 불가능할 수도 있으니까 사전에 전화연락을 통해 예약을 꼭 해주세요. 그래야 기다리는 시간이 훨씬 줄어듭니다.  글쓴님 말씀대로 비뇨기계 질환 또는 생식기계 질환일 가능성이 매우 높습니다. 보통 위의 질환들은 시간이 지체될 수록 예후가 불량합니다. 조기발견 조기치료가 비용소모가 훨씬 적고 치료가 빠른 편이에요.  제가 대형 동물병원을 권장해드린 이유는 아이에게 당장 필요한 검사도 가능하고 필요에따라서는 수술적 처치 및 입원치료가 훨씬 수월하기 때문입니다.  일반 동물병원에서는 손이 많이 부족하고 경우에따라 입원처치가 불가능하기 때문에 효과적으로 빨리 처치하기가 힘듭니다.  더 이상 병을 방치하지 마시고, 신속하게 큰 동물병원을 검색하셔서 제대로 검사 / 처치 등을 진행해주실 것을 추천드립니다.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치로 근심이 해결될 수 있기를 기원합니다. 감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=304728064
",강아지/요로결석/소변검사
12399,강아지 엉덩이 주변이 부었어요 미용하고나서 갑자기 부어있는데 왜이런지 알 수 있을까요?? 바로 병원을 가야할까요..?,"항문낭 염증, 회음부 탈장, 지방종등 다양한 가능성이 있습니다. 크기가 꽤 큰것으로 보여서 지켜보기 보다는 동물병원에서 검진 받아보시길 바랍니다. 참고하세요. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=354426727
",강아지/부종성 질환/미상
